Cyberincidentnum,Dyadpair,StateA,StateB,Name,interactionstartdate,method,targettype,initiator,target,cyber_objective,information_operation,objective_achievement,Concession,damage type,severity,Cyber_escalation,Ddeny/reject-,Dthreat/demand-,Diplo_Negative,Dnegotiate+,Dagreement+,Diplo_Positive,Ereduce-,Ethreat-,Eemb/sanc-,Econ_Negative,Ecoop+,Eease+,Eaid+,Econ_Positive,Mthreat-,Mdisplay-,Musage-,Mil_Negative,Mpromise+,Mcoop+,Mconfid+,Mil_Positive,Conv_descalation,Conv_escalation,
140,2710,US,China,,02.03.20,0,0,2,710,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,16.4,0,0,1,0,0,0.1,1,0,0,0,0,1,2,
141,2710,US,China,Posing Security,01.03.20,3,1,710,2,3,0,0,0,1,3,0,6,5,2,0,0,0,0,0,0,0,16.4,0,0,1,0,0,0,0,0,0,0,0,1,2,
141,2710,US,China,,02.03.20,0,0,2,710,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,16.4,0,0,1,0,0,0.1,1,0,0,0,0,1,2,
142,2710,US,China,Exchange Hack Webshell,05.01.21,4,1,710,2,3,0,1,0,1,4,0,6,5,2,17,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,
142,2710,US,China,,06.01.21,0,0,2,710,0,0,0,0,0,0,0,6,5,2,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
143,2731,US,N Korea,Fourth of July_A,04.07.09,2,2,731,2,1,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,1,0,0,0,0,0,1,
143,2731,US,N Korea,No Cyber,28.04.07,0,0,2,731,0,0,0,0,0,0,0,6,5,2,17,18,2,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2,3,
144,2731,US,N Korea,NK Stuxnet,01.03.10,4,3,2,731,4,0,0,0,2,5,0,6,5,2,0,0,0,0,0,2,1,0,0,0,0,3,2.8,0,2,0,0,0,0,0,5,
144,2731,US,N Korea,No Cyber,29.04.07,0,0,731,2,0,0,0,0,0,0,0,6,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
145,2731,US,N Korea,March DDoS 1,29.04.07,2,2,731,2,1,1,1,0,1,2,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
145,2731,US,N Korea,No Cyber,30.04.07,0,0,2,731,0,0,0,0,0,0,0,0,5,1,17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,
146,2731,US,N Korea,December defacement,07.12.11,1,2,731,2,1,1,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
146,2731,US,N Korea,No Cyber,01.01.05,0,0,2,731,0,0,0,0,0,0,0,6,5,2,17,0,1,0,0,2,1,0,0,0,0,0,0,0.1,1,0,0,0,0,1,4,
147,2731,US,N Korea,Sony Hack,24.11.14,3,2,731,2,4,1,1,0,1,4,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
147,2731,US,N Korea,No Cyber,28.06.08,0,0,2,731,0,0,0,0,0,0,0,6,5,2,0,0,0,0,0,2,1,0,0,0,0,3,0,0,1,0,0,0,0,0,4,
148,2731,US,N Korea,US Left of Launch,10.11.15,4,3,2,731,4,0,1,0,2,6,0,6,5,2,17,18,2,0,0,2,1,0,0,17.4,1,0,0,0,0,0,0,0,0,3,3,
148,2731,US,N Korea,No Cyber,02.08.08,0,0,731,2,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,3,2.8,0.1,3,0,0,0,0,0,4,
149,2731,US,N Korea,US power company hacks,05.09.16,3,1,731,2,1,0,1,0,2,4,0,6,5,2,17,18,2,0,0,0,0,0,0,0,0,0,0,0.1,1,0,0,0,0,2,3,
149,2731,US,N Korea,No Cyber,01.03.12,0,0,2,731,0,0,0,0,0,0,0,6,5,2,17,0,1,4.4,0,2,2,0,0,0,0,0,2.8,0,1,0,0,0,0,1,5,
150,2731,US,N Korea,Fake Fundraiser,01.04.17,3,3,731,2,3,0,0,0,2,3,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0.1,2,0,0,0,0,0,3,
150,2731,US,N Korea,,02.04.17,0,0,2,731,0,0,0,0,0,0,0,0,5,1,0,0,0,0,4.2,2,2,0,0,0,0,3,2.8,0.1,3,0,0,0,0,0,6,
151,2731,US,N Korea,WannaCry- US Critical Infrastructure,12.05.17,4,1,731,2,4,0,1,0,1,4,0,6,5,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,3,
151,2731,US,N Korea,,13.05.17,0,0,2,731,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,2,1,0,0,0,0,3,0,0.1,2,0,0,0,0,0,4,
152,2731,US,N Korea,KONNI,04.07.17,3,1,731,2,1,0,1,0,4,2,0,6,5,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0.1,2,0,0,0,0,0,4,
152,2731,US,N Korea,,05.07.17,0,0,2,731,0,0,0,0,0,0,0,6,5,2,0,0,0,0,0,2,1,0,0,0,0,3,0,0.1,2,0,0,0,0,0,5,
153,2731,US,N Korea,Operation Sharpshooter .mil,01.09.17,3,3,731,2,3,0,1,0,4,4,0,6,5,2,0,18,1,0,0,0,0,0,0,0,0,3,0,0.1,2,0,0,0,0,1,4,
153,2731,US,N Korea,,02.09.17,0,0,2,731,0,0,0,0,0,0,0,6,5,2,0,18,1,0,0,2,1,0,0,0,0,3,0,0.1,2,0,0,0,0,1,5,
154,2731,US,N Korea,Operation Sharpshooter .gov,01.09.17,3,2,731,2,3,0,1,0,4,4,0,6,5,2,0,18,1,0,0,0,0,0,0,0,0,3,0,0.1,2,0,0,0,0,1,4,
154,2731,US,N Korea,,02.09.17,0,0,2,731,0,0,0,0,0,0,0,6,5,2,0,18,1,0,0,2,1,0,0,0,0,3,0,0.1,2,0,0,0,0,1,5,
155,2731,US,N Korea,Operation Sharpshooter .com,01.09.17,3,1,731,2,3,0,1,0,4,4,0,6,5,2,0,18,1,0,0,0,0,0,0,0,0,3,0,0.1,2,0,0,0,0,1,4,
155,2731,US,N Korea,,02.09.17,0,0,2,731,0,0,0,0,0,0,0,6,5,2,0,18,1,0,0,2,1,0,0,0,0,3,0,0.1,2,0,0,0,0,1,5,
156,2731,US,N Korea,Power Company Phishing,22.09.17,3,1,731,2,2,0,0,0,1,1,0,6,5,2,0,18,1,0,0,0,0,0,0,0,0,3,0,0.1,2,0,0,0,0,1,4,
156,2731,US,N Korea,,23.09.17,0,0,2,731,0,0,0,0,0,0,0,6,5,2,0,18,1,0,0,2,1,0,0,0,0,3,0,0.1,2,0,0,0,0,1,5,
157,2731,US,N Korea,DPRK Crypto-laundering,01.12.17,4,1,731,2,1,0,1,0,2,4,0,6,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,1,0,0,0,0,0,3,
157,2731,US,N Korea,,02.12.17,0,0,2,731,0,0,0,0,0,0,0,6,5,2,0,0,0,0,4.2,2,2,0,0,0,0,3,0,0.1,2,0,0,0,0,0,6,
158,2731,US,N Korea,Stolen Pencil,01.05.18,3,1,731,2,3,0,1,0,1,3,0,6,5,2,17,18,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,
158,2731,US,N Korea,,02.05.18,0,0,2,731,0,0,0,0,0,0,0,0,5,1,17,18,2,0,0,2,1,0,0,17.4,1,0,0,0,0,0,0,0,0,3,2,
159,2731,US,N Korea,Babyshark - US,01.02.19,3,1,731,2,3,0,0,0,1,3,0,6,5,2,17,18,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,
159,2731,US,N Korea,,02.02.19,0,0,2,731,0,0,0,0,0,0,0,6,5,2,17,18,2,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2,3,
160,2731,US,N Korea,COVID disruption_DPRK,01.05.20,3,1,731,2,1,0,1,0,1,2,0,0,5,1,17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,
160,2731,US,N Korea,,02.05.20,0,0,2,731,0,0,0,0,0,0,0,0,0,0,17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,
161,2731,US,N Korea,COVID Phishing Campaign,01.06.20,3,1,731,2,2,0,0,0,1,3,0,0,0,0,17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,
161,2731,US,N Korea,,02.06.20,0,0,2,731,0,0,0,0,0,0,0,6,5,2,17,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,
162,20365,Canada,Russia,Russian Info Swipe_B,01.01.11,3,1,365,20,2,0,1,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
162,20365,Canada,Russia,No Cyber,22.05.14,0,0,20,365,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
163,20365,Canada,Russia,CyberBerkut NATO Websites_B,15.03.14,2,3,365,20,1,1,1,0,1,2,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
163,20365,Canada,Russia,No Cyber,06.10.14,0,0,20,365,0,0,0,0,0,0,0,6,5,2,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
164,20365,Canada,Russia,WellMess/COVID vaccine data breaches_A,01.04.20,3,1,365,20,3,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
164,20365,Canada,Russia,No Cyber,02.04.20,0,0,20,365,0,0,0,0,0,0,0,6,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
165,200365,UK,Russia,Russian Info Swipe_C,01.01.11,3,1,365,200,2,0,1,0,2,4,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
165,200365,UK,Russia,No Cyber,20.11.14,0,0,200,365,0,0,0,0,0,0,0,0,5,1,17,18,2,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,
166,200365,UK,Russia,CyberBerkut NATO Websites_C,15.03.14,2,3,365,200,1,1,1,0,1,2,0,0,0,0,17,18,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,
166,200365,UK,Russia,No Cyber,14.03.15,0,0,200,365,0,0,0,0,0,0,0,6,5,2,17,18,2,0,4.2,2,2,0,0,0,0,3,0,0,1,0,0,0,0,2,5,
167,200365,UK,Russia,White Bear Toolset,01.02.16,3,2,365,200,2,0,1,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
167,200365,UK,Russia,No Cyber,02.02.16,0,0,200,365,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
168,200365,UK,Russia,Brexit election meddling,23.04.16,3,1,365,200,2,1,1,0,1,4,0,6,0,1,17,18,2,0,0,0,0,0,0,0,0,0,0,0.1,1,0,0,0,0,2,2,
168,200365,UK,Russia,No Cyber,01.02.16,0,0,200,365,0,0,0,0,0,0,0,0,0,0,17,18,2,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,
169,200365,UK,Russia,BlogURL Attack,01.07.17,3,1,365,200,1,1,0,0,1,2,0,6,5,2,17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,
169,200365,UK,Russia,,02.07.17,0,0,200,365,0,0,0,0,0,0,0,6,5,2,0,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,
170,200365,UK,Russia,Neptun,01.01.18,4,2,365,200,3,0,1,0,1,1,0,6,5,2,0,18,1,0,0,0,0,0,0,0,0,3,0,0.1,2,0,0,0,0,1,4,
170,200365,UK,Russia,,02.01.18,0,0,200,365,0,0,0,0,0,0,0,0,0,0,0,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,
171,200365,UK,Russia,ShellRunner,01.01.18,4,2,365,200,3,0,1,0,4,4,0,6,5,2,0,18,1,0,0,0,0,0,0,0,0,3,0,0.1,2,0,0,0,0,1,4,
171,200365,UK,Russia,,02.01.18,0,0,200,365,0,0,0,0,0,0,0,0,0,0,0,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,
172,200365,UK,Russia,Meterpreter,01.01.18,3,2,365,200,3,0,1,0,4,4,0,6,5,2,0,18,1,0,0,0,0,0,0,0,0,3,0,0.1,2,0,0,0,0,1,4,
172,200365,UK,Russia,,02.01.18,0,0,200,365,0,0,0,0,0,0,0,0,0,0,0,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,
173,200365,UK,Russia,Trade Minister Email Hack,12.07.19,3,2,365,200,1,1,1,0,1,4,0,6,5,2,17,18,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,
173,200365,UK,Russia,,13.07.19,0,0,200,365,0,0,0,0,0,0,0,6,0,1,17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,
174,200365,UK,Russia,WellMess/COVID vaccine data breaches_B,01.04.20,3,1,365,200,3,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
174,200365,UK,Russia,,02.04.20,0,0,200,365,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
175,200710,UK,China,Discount Air Data,01.01.20,3,1,710,200,2,0,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,1,0,0,0,0,0,1,
175,200710,UK,China,,02.01.20,0,0,200,710,0,0,0,0,0,0,0,0,0,0,17,0,1,0,0,0,0,0,0,0,0,0,0,0.1,1,0,0,0,0,1,1,
176,200731,UK,N Korea,WannaCry- IK NHS,12.05.17,4,1,731,200,4,0,1,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
176,200731,UK,N Korea,,13.05.17,0,0,200,731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
177,200731,UK,N Korea,Babyshark-UK,01.02.19,3,1,731,200,3,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
177,200731,UK,N Korea,,02.02.19,0,0,200,731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
178,220365,France,Russia,TV5Monde recon,23.01.15,3,1,365,220,2,1,1,0,1,3,0,6,5,2,17,18,2,0,0,0,0,0,0,0,0,0,0,0,0,15.2,0,18.3,2,4,2,
178,220365,France,Russia,No Cyber,02.02.16,0,0,220,365,0,0,0,0,0,0,0,6,0,1,17,18,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,
179,220365,France,Russia,TV5Monde degrade,07.04.15,4,1,365,220,4,1,1,0,1,5,0,0,0,0,17,18,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,
179,220365,France,Russia,No Cyber,01.04.16,0,0,220,365,0,0,0,0,0,0,0,6,0,1,17,18,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,
180,220365,France,Russia,Macron campaign hack,12.12.16,3,1,365,220,2,1,1,0,2,3,0,6,5,2,17,18,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,
180,220365,France,Russia,No Cyber,28.11.16,0,0,220,365,0,0,0,0,0,0,0,6,5,2,17,18,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,
181,220731,France,N Korea,Babyshark-French Insitutions,01.02.19,3,1,731,220,3,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
181,220731,France,N Korea,,02.02.19,0,0,220,731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
182,255365,Germany,Russia,German steel mill degrade_A,03.02.14,3,1,365,255,2,0,1,0,2,3,0,0,0,0,17,0,1,0,0,0,0,0,0,0,0,0,2.8,0,1,0,0,0,0,1,1,
182,255365,Germany,Russia,No Cyber,17.12.16,0,0,255,365,0,0,0,0,0,0,0,6,5,2,17,18,2,0,4.2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,4,
183,255365,Germany,Russia,German steel mill degrade_B,22.12.14,4,1,365,255,4,0,1,0,1,5,0,0,0,0,17,18,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,
183,255365,Germany,Russia,No Cyber,01.02.07,0,0,255,365,0,0,0,0,0,0,0,6,5,2,17,18,2,0,4.2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,4,
184,255365,Germany,Russia,Bundestag breach/Fancy Bear,28.05.15,3,2,365,255,2,0,1,0,2,3,0,6,0,1,17,18,2,0,0,0,0,16.4,0,0,1,0,0,0,0,15.2,0,0,1,4,1,
184,255365,Germany,Russia,No Cyber,04.08.08,0,0,255,365,0,0,0,0,0,0,0,0,0,0,17,18,2,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,
185,255365,Germany,Russia,Informationsverbund Infiltration,01.12.17,3,2,365,255,3,0,1,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
185,255365,Germany,Russia,,02.12.17,0,0,255,365,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
186,255365,Germany,Russia,Deutsch Energy Defense,01.06.18,3,1,365,255,3,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
186,255365,Germany,Russia,,02.06.18,0,0,255,365,0,0,0,0,0,0,0,0,5,1,17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,
187,290365,Poland,Russia,Sandworm_B,01.01.09,3,2,365,290,3,0,1,0,2,4,0,0,0,0,17,0,1,0,0,0,0,16.4,0,0,1,0,0,0,0,0,0,0,0,2,0,
187,290365,Poland,Russia,No Cyber,07.08.08,0,0,290,365,0,0,0,0,0,0,0,6,5,2,17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,
188,290365,Poland,Russia,Operation Pawn Storm_A,01.06.14,3,2,365,290,2,0,1,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
188,290365,Poland,Russia,No Cyber,09.08.08,0,0,290,365,0,0,0,0,0,0,0,6,5,2,17,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,
189,290365,Poland,Russia,CyberBerkut Polish Stock Exchange,23.10.14,1,1,365,290,1,1,1,0,1,2,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
189,290365,Poland,Russia,No Cyber,26.11.15,0,0,290,365,0,0,0,0,0,0,0,6,5,2,17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,
190,365366,Russia,Estonia,Defacement of govt websites,27.04.07,1,2,365,366,1,1,1,0,1,2,0,6,5,2,0,0,0,4.4,0,0,1,0,0,0,0,3,0,0.1,2,0,0,0,0,0,5,
190,365366,Russia,Estonia,No Cyber,27.11.15,0,0,366,365,0,0,0,0,0,0,0,6,5,2,17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,
191,365366,Russia,Estonia,Defacement of private websites,27.04.07,1,1,365,366,1,1,1,0,1,2,0,6,5,2,0,0,0,4.4,0,0,1,0,0,0,0,3,0,0.1,2,0,0,0,0,0,5,
191,365366,Russia,Estonia,No Cyber,01.09.00,0,0,366,365,0,0,0,0,0,0,0,6,5,2,17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,
192,365366,Russia,Estonia,DDoS of govt websites,27.04.07,2,2,365,366,4,0,1,0,1,2,0,6,5,2,0,0,0,4.4,0,0,1,0,0,0,0,3,0,0.1,2,0,0,0,0,0,5,
192,365366,Russia,Estonia,No Cyber,01.08.01,0,0,366,365,0,0,0,0,0,0,0,6,5,2,17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,
193,365366,Russia,Estonia,DDoS of private websites,27.04.07,2,1,365,366,4,0,1,0,1,2,0,6,5,2,0,0,0,4.4,0,0,1,0,0,0,0,3,0,0.1,2,0,0,0,0,0,5,
193,365366,Russia,Estonia,No Cyber,07.02.06,0,0,366,365,0,0,0,0,0,0,0,6,5,2,17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,
194,365368,Russia,Lithuania,Snake/Turla_A,01.01.05,3,2,365,368,2,0,1,0,2,4,0,0,0,0,0,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,
194,365368,Russia,Lithuania,No Cyber,27.10.06,0,0,368,365,0,0,0,0,0,0,0,6,5,2,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
195,365368,Russia,Lithuania,Lithuanian Parliament_A,28.06.08,1,1,365,368,1,1,1,0,1,2,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
195,365368,Russia,Lithuania,No Cyber,27.12.08,0,0,368,365,0,0,0,0,0,0,0,6,5,2,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
196,365368,Russia,Lithuania,Lithuanian Parliament_B,28.06.08,1,2,365,368,1,1,1,0,2,2,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
196,365368,Russia,Lithuania,No Cyber,07.07.09,0,0,368,365,0,0,0,0,0,0,0,6,5,2,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
197,365368,Russia,Lithuania,Lithuanian Bank,27.01.12,2,1,365,368,1,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
197,365368,Russia,Lithuania,No Cyber,01.08.14,0,0,368,365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
198,365368,Russia,Lithuania,Lithuania MOD Disinformation,17.09.18,3,3,365,368,1,1,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
198,365368,Russia,Lithuania,No Cyber,18.09.18,0,0,368,365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
199,365368,Russia,Lithuania,Lithuania Health Center Emotet hack,01.10.20,3,2,365,368,2,1,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
199,365368,Russia,Lithuania,No Cyber,02.10.20,0,0,368,365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
200,365369,Russia,Ukraine,Snake/Turla_B,01.01.05,3,2,365,369,2,0,1,0,2,4,0,0,0,0,17,18,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,
200,365369,Russia,Ukraine,No Cyber,02.06.15,0,0,369,365,0,0,0,0,0,0,0,6,5,2,17,0,1,0,0,2,1,0,0,0,0,0,2.8,0.1,2,0,0,0,0,1,5,
201,365369,Russia,Ukraine,Sandworm_C,01.01.09,3,2,365,369,3,0,1,0,2,2,0,6,5,2,17,18,2,4.4,0,2,2,0,0,17.4,1,0,0,0,0,0,0,0,0,3,4,
201,365369,Russia,Ukraine,No Cyber,20.08.12,0,0,369,365,0,0,0,0,0,0,0,6,5,2,17,18,2,4.4,0,0,1,0,0,0,0,0,0,0.1,1,0,0,0,0,2,4,
202,365369,Russia,Ukraine,Duke Series_B,01.02.13,3,2,365,369,3,0,1,0,2,2,0,0,5,1,17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,
202,365369,Russia,Ukraine,No Cyber,27.11.16,0,0,369,365,0,0,0,0,0,0,0,6,5,2,17,0,1,4.4,0,2,2,0,0,0,0,3,0,0.1,2,0,0,0,0,1,6,
203,365369,Russia,Ukraine,CyberBerkut UKR Gov Site Hack,01.01.14,2,2,365,369,1,0,1,0,1,2,0,6,5,2,0,0,0,0,0,2,1,0,0,0,0,3,2.8,0.1,3,0,0,0,0,0,6,
203,365369,Russia,Ukraine,No Cyber,01.10.07,0,0,369,365,0,0,0,0,0,0,0,6,5,2,17,18,2,4.4,0,0,1,0,0,0,0,0,2.8,0.1,2,0,0,0,0,2,5,
204,365369,Russia,Ukraine,CyberBerkut Telecom disruption,01.03.14,2,1,365,369,4,0,1,0,1,2,0,6,5,2,0,0,0,4.4,4.2,0,2,0,0,0,0,3,2.8,0.1,3,0,0,0,0,0,7,
204,365369,Russia,Ukraine,No Cyber,01.10.11,0,0,369,365,0,0,0,0,0,0,0,6,5,2,17,18,2,0,0,2,1,0,0,0,0,0,2.8,0.1,2,0,0,0,0,2,5,
205,365369,Russia,Ukraine,CyberBerkut Ukraine Election Intrusion,22.05.14,2,2,365,369,1,1,1,0,1,2,0,6,5,2,0,18,1,0,0,0,0,0,0,0,0,3,2.8,0.1,3,0,0,0,0,1,5,
205,365369,Russia,Ukraine,No Cyber,01.04.01,0,0,369,365,0,0,0,0,0,0,0,6,5,2,17,0,1,0,0,2,1,0,0,0,0,0,2.8,0.1,2,0,0,0,0,1,5,
206,365369,Russia,Ukraine,Operation Pawn Storm_B,01.06.14,3,2,365,369,2,1,1,0,2,3,0,6,5,2,0,18,1,0,0,0,0,0,0,0,0,3,2.8,0.1,3,0,0,0,0,1,5,
206,365369,Russia,Ukraine,No Cyber,01.01.02,0,0,369,365,0,0,0,0,0,0,0,6,5,2,17,18,2,0,0,2,1,16.4,0,0,1,0,0,0.1,1,0,0,0,0,3,4,
207,365369,Russia,Ukraine,CyberBerkut UKR MOD DDoS,01.10.14,2,3,365,369,1,1,1,0,1,2,0,6,0,1,0,0,0,0,4.2,0,1,0,0,0,0,3,2.8,0.1,3,0,0,0,0,0,5,
207,365369,Russia,Ukraine,No Cyber,01.09.07,0,0,369,365,0,0,0,0,0,0,0,6,5,2,17,18,2,4.4,0,0,1,0,0,0,0,0,0,0.1,1,0,0,0,0,2,4,
208,365369,Russia,Ukraine,Fancy Bear (also APT 28 linked),06.10.14,3,3,365,369,4,0,1,0,2,4,0,6,0,1,0,0,0,0,4.2,0,1,0,0,0,0,3,2.8,0.1,3,0,0,0,0,0,5,
208,365369,Russia,Ukraine,No Cyber,01.01.01,0,0,369,365,0,0,0,0,0,0,0,0,0,0,17,18,2,0,0,2,1,0,0,0,0,3,0,0.1,2,0,0,0,0,2,3,
209,365369,Russia,Ukraine,CyberBerkut Billboard Hack,20.11.14,1,1,365,369,1,1,1,0,1,2,0,6,5,2,17,18,2,0,4.2,0,1,0,0,0,0,3,2.8,0.1,3,0,0,0,0,2,6,
